0,1,2,3,4,5,6,7,8,9,10
0.1590909090909091,0.014925373134328358,0.021897810218978103,0.007633587786259542,0.015037593984962405,0.014598540145985401,0.03759398496240601,0.0,0.0,0.0,0.009174311926605505
0.007575757575757576,0.12949640287769784,0.007042253521126761,0.0,0.043478260869565216,0.014084507042253521,0.007246376811594203,0.007575757575757576,0.0,0.007692307692307693,0.017543859649122806
0.0,0.014388489208633094,0.1267605633802817,0.007352941176470588,0.021739130434782608,0.014084507042253521,0.036231884057971016,0.0,0.0,0.0,0.008771929824561403
0.007575757575757576,0.007194244604316547,0.007042253521126761,0.051470588235294115,0.014492753623188406,0.007042253521126761,0.007246376811594203,0.022727272727272728,0.0,0.007692307692307693,0.0
0.0,0.0,0.0,0.0,0.12318840579710146,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.007194244604316547,0.014084507042253521,0.0,0.028985507246376812,0.09859154929577464,0.021739130434782608,0.0,0.0,0.0,0.0
0.007575757575757576,0.0,0.0,0.0,0.007246376811594203,0.02112676056338028,0.13768115942028986,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.007352941176470588,0.007246376811594203,0.007042253521126761,0.014492753623188406,0.12878787878787878,0.0,0.0,0.0
0.007575757575757576,0.007194244604316547,0.007042253521126761,0.007352941176470588,0.014492753623188406,0.007042253521126761,0.0,0.03787878787878788,0.06201550387596899,0.007692307692307693,0.017543859649122806
0.022727272727272728,0.014388489208633094,0.0,0.0,0.0,0.0,0.007246376811594203,0.022727272727272728,0.007751937984496124,0.11538461538461539,0.03508771929824561
0.0,0.014388489208633094,0.0,0.007352941176470588,0.0,0.007042253521126761,0.0,0.007575757575757576,0.007751937984496124,0.03076923076923077,0.10526315789473684
