0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.000588235294117647,0.0,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0031628887717448603,0.0005271481286241434,0.0010542962572482868,0.0015814443858724301,0.0015814443858724301,0.0005271481286241434,0.0,0.0,0.0,0.0,0.0,0.0005271481286241434,0.0010542962572482868,0.0015814443858724301,0.0005271481286241434,0.0005271481286241434,0.0010542962572482868,0.0005271481286241434,0.0010542962572482868,0.0010542962572482868,0.0010542962572482868,0.0010542962572482868,0.0010542962572482868,0.0010542962572482868,0.0010542962572482868,0.0005271481286241434,0.0015814443858724301,0.0015814443858724301,0.0010542962572482868
0.0,0.0,0.002220988339811216,0.004997223764575236,0.003886729594669628,0.001110494169905608,0.001665741254858412,0.000555247084952804,0.0,0.000555247084952804,0.001110494169905608,0.000555247084952804,0.000555247084952804,0.0,0.000555247084952804,0.000555247084952804,0.001665741254858412,0.000555247084952804,0.000555247084952804,0.001665741254858412,0.001665741254858412,0.000555247084952804,0.000555247084952804,0.001665741254858412,0.001110494169905608,0.001665741254858412,0.001665741254858412,0.001110494169905608,0.001665741254858412,0.001110494169905608
0.0,0.0,0.0005678591709256105,0.0034071550255536627,0.003975014196479273,0.0028392958546280523,0.0017035775127768314,0.0028392958546280523,0.0017035775127768314,0.0017035775127768314,0.002271436683702442,0.0017035775127768314,0.0017035775127768314,0.0005678591709256105,0.0005678591709256105,0.001135718341851221,0.0005678591709256105,0.001135718341851221,0.0,0.0005678591709256105,0.0,0.0,0.0005678591709256105,0.0005678591709256105,0.0005678591709256105,0.0005678591709256105,0.001135718341851221,0.0005678591709256105,0.0005678591709256105,0.001135718341851221
0.0,0.0,0.0006016847172081829,0.0006016847172081829,0.0024067388688327317,0.0018050541516245488,0.0024067388688327317,0.0,0.0012033694344163659,0.0012033694344163659,0.0012033694344163659,0.0012033694344163659,0.0006016847172081829,0.0018050541516245488,0.0018050541516245488,0.0012033694344163659,0.0,0.0006016847172081829,0.0006016847172081829,0.0012033694344163659,0.0012033694344163659,0.0012033694344163659,0.0,0.0006016847172081829,0.0,0.0,0.0,0.0,0.0,0.0006016847172081829
0.0,0.0,0.0,0.000578368999421631,0.0,0.002313475997686524,0.002891844997108155,0.001156737998843262,0.001735106998264893,0.001156737998843262,0.001735106998264893,0.002891844997108155,0.001156737998843262,0.000578368999421631,0.000578368999421631,0.001735106998264893,0.001156737998843262,0.001156737998843262,0.001735106998264893,0.001156737998843262,0.001156737998843262,0.001156737998843262,0.001156737998843262,0.000578368999421631,0.000578368999421631,0.000578368999421631,0.001156737998843262,0.001735106998264893,0.000578368999421631,0.000578368999421631
0.0005662514156285391,0.0005662514156285391,0.0005662514156285391,0.0,0.0011325028312570782,0.0,0.0033975084937712344,0.005096262740656852,0.0033975084937712344,0.003963759909399773,0.0028312570781426952,0.0028312570781426952,0.004530011325028313,0.003963759909399773,0.0022650056625141564,0.0022650056625141564,0.0016987542468856172,0.0028312570781426952,0.0011325028312570782,0.0011325028312570782,0.0011325028312570782,0.0016987542468856172,0.0005662514156285391,0.0011325028312570782,0.0005662514156285391,0.0005662514156285391,0.0011325028312570782,0.0011325028312570782,0.0011325028312570782,0.0005662514156285391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017211703958691911,0.0017211703958691911,0.0011474469305794606,0.0005737234652897303,0.0005737234652897303,0.0011474469305794606,0.0005737234652897303,0.0005737234652897303,0.0017211703958691911,0.0011474469305794606,0.0011474469305794606,0.0005737234652897303,0.0005737234652897303,0.0,0.0,0.0005737234652897303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.000576036866359447,0.000576036866359447,0.000576036866359447,0.001152073732718894,0.001152073732718894,0.002304147465437788,0.0017281105990783411,0.0034562211981566822,0.004608294930875576,0.004032258064516129,0.002304147465437788,0.002304147465437788,0.0034562211981566822,0.002304147465437788,0.002304147465437788,0.002304147465437788,0.002304147465437788,0.0017281105990783411,0.0017281105990783411,0.0017281105990783411,0.002304147465437788,0.002304147465437788,0.0017281105990783411,0.000576036866359447,0.000576036866359447,0.0,0.002304147465437788,0.0017281105990783411,0.0017281105990783411
0.0005470459518599562,0.0,0.0010940919037199124,0.0,0.0,0.0,0.0005470459518599562,0.0010940919037199124,0.0010940919037199124,0.002188183807439825,0.002188183807439825,0.0016411378555798686,0.002188183807439825,0.0032822757111597373,0.0032822757111597373,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.0010940919037199124,0.002188183807439825,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.0016411378555798686,0.002188183807439825,0.0016411378555798686,0.0016411378555798686
0.0,0.0,0.0005534034311012728,0.0,0.0,0.0,0.0,0.0,0.0,0.0005534034311012728,0.0016602102933038186,0.002213613724405091,0.002213613724405091,0.0016602102933038186,0.0005534034311012728,0.0016602102933038186,0.0,0.0011068068622025456,0.0,0.0011068068622025456,0.0,0.0,0.0,0.0,0.0005534034311012728,0.0,0.0,0.0005534034311012728,0.0005534034311012728,0.0
0.0,0.0007012622720897616,0.0,0.0,0.0,0.0007012622720897616,0.0,0.0,0.0,0.0,0.0,0.0035063113604488078,0.0021037868162692847,0.0007012622720897616,0.0007012622720897616,0.0007012622720897616,0.001402524544179523,0.0021037868162692847,0.001402524544179523,0.0007012622720897616,0.0021037868162692847,0.0007012622720897616,0.001402524544179523,0.0007012622720897616,0.001402524544179523,0.001402524544179523,0.0007012622720897616,0.0007012622720897616,0.0007012622720897616,0.001402524544179523
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022123893805309734,0.0007374631268436578,0.0014749262536873156,0.0022123893805309734,0.0014749262536873156,0.0007374631268436578,0.0007374631268436578,0.0014749262536873156,0.0,0.0,0.0022123893805309734,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0014749262536873156,0.0022123893805309734,0.0022123893805309734
0.0,0.0,0.0,0.0,0.0013440860215053765,0.0,0.0020161290322580645,0.0,0.0,0.0,0.0013440860215053765,0.0006720430107526882,0.0006720430107526882,0.004032258064516129,0.002688172043010753,0.0006720430107526882,0.0020161290322580645,0.0013440860215053765,0.0013440860215053765,0.0013440860215053765,0.0006720430107526882,0.0006720430107526882,0.002688172043010753,0.0,0.0013440860215053765,0.0006720430107526882,0.0,0.0006720430107526882,0.0006720430107526882,0.0006720430107526882
0.0,0.0,0.0006365372374283895,0.0006365372374283895,0.001273074474856779,0.0006365372374283895,0.0006365372374283895,0.001273074474856779,0.0006365372374283895,0.0006365372374283895,0.0006365372374283895,0.0006365372374283895,0.0,0.0006365372374283895,0.0038192234245703373,0.0038192234245703373,0.001273074474856779,0.001273074474856779,0.001273074474856779,0.0019096117122851686,0.0019096117122851686,0.001273074474856779,0.0006365372374283895,0.001273074474856779,0.0006365372374283895,0.0006365372374283895,0.001273074474856779,0.0006365372374283895,0.001273074474856779,0.001273074474856779
0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.001201923076923077,0.001201923076923077,0.001201923076923077,0.0006009615384615385,0.0006009615384615385,0.001201923076923077,0.0006009615384615385,0.0006009615384615385,0.001201923076923077,0.004807692307692308,0.004206730769230769,0.006610576923076923,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.004206730769230769,0.002403846153846154,0.001201923076923077,0.0018028846153846155,0.0018028846153846155,0.001201923076923077,0.001201923076923077,0.0018028846153846155,0.0018028846153846155
0.000554016620498615,0.000554016620498615,0.00110803324099723,0.00110803324099723,0.000554016620498615,0.000554016620498615,0.000554016620498615,0.00110803324099723,0.0,0.0,0.00110803324099723,0.0016620498614958448,0.00221606648199446,0.00221606648199446,0.000554016620498615,0.000554016620498615,0.004986149584487534,0.003878116343490305,0.002770083102493075,0.00221606648199446,0.00221606648199446,0.0016620498614958448,0.000554016620498615,0.000554016620498615,0.00110803324099723,0.00110803324099723,0.00110803324099723,0.00110803324099723,0.00110803324099723,0.00110803324099723
0.0,0.0,0.0,0.0,0.0,0.0005984440454817474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005984440454817474,0.004189108318372232,0.0023937761819269898,0.0023937761819269898,0.0017953321364452424,0.0005984440454817474,0.0017953321364452424,0.0011968880909634949,0.0017953321364452424,0.0017953321364452424,0.0017953321364452424,0.0023937761819269898,0.0017953321364452424,0.0017953321364452424
