0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.03843197540353574,0.026047565118912798,0.025096525096525095,0.016576715497301466,0.02072936660268714,0.02517162471395881,0.013873676524278934,0.021631365479945923,0.014773306164034642,0.01164294954721863,0.013567438148443736,0.01906941266209001,0.012001548586914441,0.009737510584250635,0.012730465320456541,0.013613380007779074,0.009736747205192933,0.006952067325283571,0.009590556990040576,0.01265389876880985
0.03228285933897002,0.0641751604379011,0.021621621621621623,0.016191210485736313,0.025719769673704415,0.02135774218154081,0.017524644030668127,0.02298332582244254,0.015792154865002548,0.016386373436826217,0.015163607342378291,0.016399694889397406,0.010452961672473868,0.009314140558848433,0.009657594381035996,0.012446518864255154,0.008294266137756943,0.00804976216611782,0.009590556990040576,0.010259917920656635
0.027286702536510377,0.04869762174405436,0.04671814671814672,0.02120277563608327,0.024568138195777352,0.02402745995423341,0.01533406352683461,0.025236593059936908,0.017320427916454408,0.018973695558430356,0.01636073423782921,0.01906941266209001,0.012388695315524584,0.010160880609652836,0.010974539069359086,0.010501750291715286,0.015506671474936892,0.010976948408342482,0.011066027296200664,0.014705882352941176
0.02421214450422752,0.04265760664401661,0.03474903474903475,0.04510408635312259,0.023416506717850286,0.02212051868802441,0.01715954728002921,0.020279405137449302,0.015282730514518594,0.017680034497628287,0.013567438148443736,0.016399694889397406,0.01084010840108401,0.009314140558848433,0.00877963125548727,0.010890704006223259,0.01298232960692391,0.009147457006952067,0.010328292143120619,0.011627906976744186
0.021521906225980016,0.04265760664401661,0.03088803088803089,0.027370855821125674,0.04875239923224568,0.030892448512585814,0.024096385542168676,0.026137899954934655,0.024961793173713703,0.015523932729624839,0.01556264964086193,0.018306636155606407,0.014711575687185443,0.011854360711261643,0.012291483757682178,0.014780241151302996,0.009376126938333935,0.008415660446395901,0.008483954260420508,0.007181942544459644
0.01960030745580323,0.038882597206493015,0.03474903474903475,0.027756360832690823,0.03032629558541267,0.04805491990846682,0.023366192040890837,0.023884632717440287,0.019867549668874173,0.015523932729624839,0.012769353551476457,0.018688024408848206,0.015873015873015872,0.013547840812870448,0.012730465320456541,0.013224426293271101,0.01009736747205193,0.008781558726673985,0.004426410918480265,0.007523939808481532
0.015372790161414296,0.03586258965647414,0.028185328185328186,0.02313030069390902,0.029942418426103647,0.02936689549961861,0.05366922234392114,0.019378098242451555,0.013245033112582781,0.02112979732643381,0.013567438148443736,0.014874141876430207,0.01316298877274487,0.011854360711261643,0.013169446883230905,0.013613380007779074,0.011900468806346917,0.009147457006952067,0.009221689413500553,0.011627906976744186
0.014219830899308224,0.040392600981502456,0.02664092664092664,0.02313030069390902,0.02380038387715931,0.02593440122044241,0.03760496531580869,0.047769265434880574,0.019867549668874173,0.02199223803363519,0.01636073423782921,0.01792524790236461,0.016260162601626018,0.013124470787468248,0.010535557506584723,0.012446518864255154,0.009736747205192933,0.008781558726673985,0.008115086683880487,0.008891928864569083
0.009992313604919293,0.034352585881464705,0.026254826254826256,0.018889745566692366,0.025719769673704415,0.02250190694126621,0.03504928806133625,0.03605227579990987,0.05196128374936322,0.017248814144027597,0.01556264964086193,0.012967200610221205,0.012001548586914441,0.01100762066045724,0.01009657594381036,0.012835472578763127,0.009376126938333935,0.007317965605561654,0.009221689413500553,0.008549931600547196
0.015757109915449655,0.03473008682521706,0.03166023166023166,0.02081727062451812,0.023416506717850286,0.02364607170099161,0.03176341730558598,0.026137899954934655,0.041772796739684155,0.05088400172488142,0.014764565043894652,0.015636918382913808,0.01316298877274487,0.009314140558848433,0.014486391571553995,0.013224426293271101,0.007573025604038947,0.00804976216611782,0.008483954260420508,0.0047879616963064295
0.012682551883166795,0.03208758021895055,0.025482625482625483,0.016576715497301466,0.023416506717850286,0.019450800915331808,0.029207740051113547,0.021631365479945923,0.033112582781456956,0.038378611470461406,0.04828411811652035,0.014111365369946605,0.011614401858304297,0.009314140558848433,0.00877963125548727,0.009723842862699339,0.008294266137756943,0.004756677643615075,0.005164146071560309,0.0047879616963064295
0.012298232129131437,0.02982257455643639,0.029343629343629343,0.018118735543562067,0.017658349328214973,0.01906941266209001,0.023731288791529755,0.023433979269941414,0.030565461029037188,0.039241052177662786,0.03391859537110934,0.04462242562929062,0.015098722415795587,0.010584250635055038,0.007023705004389816,0.011668611435239206,0.006851785070320952,0.005488474204171241,0.006270748801180376,0.003761969904240766
0.01037663335895465,0.032465081162702907,0.028185328185328186,0.015805705474171164,0.016122840690978888,0.015636918382913808,0.02482657904344651,0.019378098242451555,0.024961793173713703,0.03536006899525657,0.028332003192338386,0.03470633104500381,0.04916763453348819,0.014817950889077053,0.011852502194907815,0.009723842862699339,0.00576992426974396,0.0062202707647274055,0.007008483954260421,0.0047879616963064295
0.011145272867025366,0.027180067950169876,0.022393822393822392,0.016576715497301466,0.021497120921305183,0.01792524790236461,0.020080321285140562,0.01622352410995944,0.021905247070809986,0.036653730056058646,0.023543495610534718,0.02784134248665141,0.03832752613240418,0.056731583403895,0.012291483757682178,0.012057565149747181,0.006851785070320952,0.007317965605561654,0.008115086683880487,0.008207934336525308
0.012682551883166795,0.022650056625141562,0.02277992277992278,0.014649190439475714,0.014971209213051824,0.017543859649122806,0.02154070828769624,0.01757548445245606,0.021395822720326033,0.03363518758085381,0.026735833998403832,0.02364607170099161,0.03097173828881146,0.04360711261642676,0.04784899034240562,0.010890704006223259,0.007573025604038947,0.007683863885839737,0.008483954260420508,0.007523939808481532
0.009992313604919293,0.025670064175160438,0.021621621621621623,0.014649190439475714,0.014203454894433781,0.016018306636155607,0.02044541803577948,0.014871563767462822,0.021395822720326033,0.028460543337645538,0.025538707102952914,0.02479023646071701,0.025938830816879598,0.03640982218458933,0.033801580333625986,0.06690003889537145,0.009015506671474938,0.009879253567508232,0.006270748801180376,0.005471956224350205
0.011529592621060722,0.022272555681389205,0.022393822393822392,0.014649190439475714,0.012667946257197697,0.014492753623188406,0.018619934282584884,0.017124831004957188,0.016811003565970453,0.02371711944803795,0.025139664804469275,0.02250190694126621,0.02516453735965931,0.03556308213378493,0.027216856892010536,0.052508751458576426,0.0576992426974396,0.015367727771679473,0.009959424566580598,0.009917920656634747
0.01037663335895465,0.022272555681389205,0.021235521235521235,0.013492675404780262,0.013051823416506719,0.013729977116704805,0.02190580503833516,0.01757548445245606,0.013245033112582781,0.02457956015523933,0.024341580207501996,0.020594965675057208,0.023228803716608595,0.03217612193056731,0.026777875329236173,0.049397121742512644,0.04507753335737468,0.06293450420783023,0.015861305791220952,0.01094391244870041
0.008455034588777863,0.020762551906379767,0.01698841698841699,0.013107170393215111,0.01381957773512476,0.012967200610221205,0.019350127783862723,0.017124831004957188,0.016811003565970453,0.02371711944803795,0.020351157222665603,0.019450800915331808,0.02129307007355788,0.029212531752751906,0.024582967515364356,0.043173862310385065,0.03534078615218175,0.05159165751920966,0.0682405016599041,0.016757865937072503
0.007686395080707148,0.021895054737636845,0.016216216216216217,0.014263685427910563,0.013435700575815739,0.011441647597254004,0.01642935377875137,0.020730058584948176,0.015282730514518594,0.02414833980163864,0.020351157222665603,0.016781083142639208,0.020905923344947737,0.026248941574936496,0.023266022827041263,0.036561649163749516,0.031734583483591774,0.03951701427003293,0.042788638878642565,0.06600547195622435
