0,1,2,3,4,5,6,7,8,9
0.0452153576300916,0.025725979341259014,0.017150652894172676,0.013057883453517832,0.010914051841746248,0.009549795361527967,0.00799064509842136,0.008380432664198013,0.0068212824010914054,0.007405963749756383
0.01321850590827158,0.03705187262167034,0.024233927498497898,0.018225515722010813,0.018826356899659523,0.015822151011415982,0.012417384338073302,0.012016823552974164,0.012417384338073302,0.011415982375325456
0.006976280645804266,0.010763404424955152,0.03328682479569464,0.018337651983256927,0.018536974287422764,0.018536974287422764,0.012557305162447678,0.012557305162447678,0.010165437512457643,0.011760015945784333
0.007339064793457748,0.006919689662403019,0.011742503669532396,0.02977563430488572,0.021597819249318514,0.018033130635353323,0.012161878800587125,0.010065003145313483,0.010484378276368212,0.009226252883204026
0.007402101241642789,0.0059694364851957974,0.009312320916905445,0.01599808978032474,0.031041069723018146,0.0164756446991404,0.0164756446991404,0.014804202483285577,0.01790830945558739,0.014326647564469915
0.004283965728274173,0.004283965728274173,0.005711954304365565,0.007139942880456956,0.01040391676866585,0.03875968992248062,0.022643818849449205,0.017135862913096694,0.017135862913096694,0.014279885760913913
0.003711340206185567,0.0047422680412371136,0.004948453608247422,0.004536082474226804,0.00577319587628866,0.006804123711340206,0.03628865979381443,0.019381443298969073,0.019381443298969073,0.014845360824742268
0.0014774166314900801,0.0016884761502743773,0.003799071338117349,0.0031658927817644574,0.004643309413254538,0.002321654706627269,0.004643309413254538,0.03271422541156606,0.025960320810468552,0.021528070915998312
0.001662663957140218,0.0011084426380934787,0.002032144836504711,0.002955847034915943,0.0011084426380934787,0.0005542213190467394,0.0007389617587289858,0.0064659153888786255,0.04470718640310364,0.02530944023646776
0.0016065690824705462,0.0012495537308104248,0.0016065690824705462,0.0005355230274901821,0.0014280614066404856,0.0005355230274901821,0.0021420921099607284,0.004998214923241699,0.010888968225633702,0.03373795073188147
